Busbars,CCGT_Derated_Capacity_kW,OCGT_Derated_Capacity_kW,Coal_Derated_Capacity_kW,Nuclear_Derated_Capacity_kW,Wind Offshore_Derated_Capacity_kW,Wind Onshore_Derated_Capacity_kW,Solar_Derated_Capacity_kW,Hydro_Derated_Capacity_kW,Biomass_Derated_Capacity_kW,BECCS_Derated_Capacity_kW,Hydrogen_Derated_Capacity_kW,Battery_Derated_Capacity_kW,CCGT_Capacity_kW,OCGT_Capacity_kW,Coal_Capacity_kW,Nuclear_Capacity_kW,Wind Offshore_Capacity_kW,Wind Onshore_Capacity_kW,Solar_Capacity_kW,Hydro_Capacity_kW,Biomass_Capacity_kW,BECCS_Capacity_kW,Hydrogen_Capacity_kW,Battery_Capacity_kW
11,425000.0,0.0,0,1935900.0000000002,181728.0,113730.00000000001,0.0,0.0,24640.0,0.0,0.0,0,500000.0,0.0,0,2390000.0,757200.0,669000.0,100000.0,0.0,28000.0,0,0,0
12,425000.0,1840000.0,0,793800.0,45600.0,75310.0,0.0,43680.0,12320.0,0.0,425000.0,0,500000.0,2000000.0,0,980000.0,190000.0,443000.0,0.0,52000.0,14000.0,0,500000,0
13,425000.0,165600.0,0,0.0,98400.0,89590.0,0.0,0.0,36960.0,0.0,0.0,0,500000.0,180000.0,0,0.0,410000.0,527000.0,0.0,0.0,42000.0,0,0,0
14,685100.0,920000.0,0,0.0,0.0,192270.00000000003,0.0,0.0,36960.0,440000.0,0.0,0,806000.0,1000000.0,0,0.0,0.0,1131000.0,0.0,0.0,42000.0,500000,0,0
15,212500.0,920000.0,0,0.0,84000.0,13430.0,0.0,0.0,36960.0,0.0,0.0,0,250000.0,1000000.0,0,0.0,350000.0,79000.0,0.0,0.0,42000.0,0,0,0
16,2082500.0,460000.0,0,0.0,162960.0,119510.00000000001,0.0,0.0,24640.0,0.0,0.0,0,2450000.0,500000.0,0,0.0,679000.0,703000.0,100000.0,0.0,28000.0,0,0,0
17,850000.0,460000.0,0,351540.0,0.0,125800.00000000001,0.0,0.0,36960.0,0.0,0.0,0,1000000.0,500000.0,0,434000.0,0.0,740000.0,0.0,0.0,42000.0,0,0,0
18,637500.0,460000.0,0,0.0,0.0,0.0,0.0,0.0,49280.0,440000.0,425000.0,0,750000.0,500000.0,0,0.0,0.0,0.0,100000.0,0.0,56000.0,500000,500000,0
19,1810500.0,460000.0,0,0.0,159360.0,143140.0,0.0,0.0,61600.0,0.0,425000.0,0,2130000.0,500000.0,0,0.0,664000.0,842000.0,0.0,0.0,70000.0,0,500000,0
20,569500.0,0.0,0,1772280.0,219360.0,93500.0,0.0,0.0,49280.0,0.0,0.0,0,670000.0,0.0,0,2188000.0,914000.0,550000.0,0.0,0.0,56000.0,0,0,0
21,0.0,460000.0,0,0.0,0.0,78370.0,0.0,0.0,33440.0,0.0,0.0,0,0.0,500000.0,0,0.0,0.0,461000.0,100000.0,0.0,38000.0,0,0,0
22,425000.0,0.0,0,0.0,0.0,575960.0000000001,0.0,0.0,24640.0,440000.0,850000.0,0,500000.0,0.0,0,0.0,0.0,3388000.0,100000.0,0.0,28000.0,500000,1000000,0
23,1062500.0,460000.0,0,0.0,0.0,25500.0,0.0,0.0,36960.0,0.0,425000.0,0,1250000.0,500000.0,0,0.0,0.0,150000.0,100000.0,0.0,42000.0,0,500000,0
24,773500.0,0.0,0,0.0,0.0,20400.0,0.0,0.0,36960.0,0.0,425000.0,0,910000.0,0.0,0,0.0,0.0,120000.0,0.0,0.0,42000.0,0,500000,0
25,425000.0,9200.0,0,0.0,0.0,10200.0,0.0,0.0,36960.0,0.0,0.0,0,500000.0,10000.0,0,0.0,0.0,60000.0,100000.0,0.0,42000.0,0,0,0
26,1742500.0,460000.0,0,0.0,183168.0,225760.00000000003,0.0,0.0,24640.0,0.0,425000.0,0,2050000.0,500000.0,0,0.0,763200.0,1328000.0,111000.0,0.0,28000.0,0,500000,0
27,1402500.0,9200.0,0,1652400.0,256800.0,10200.0,0.0,0.0,12320.0,0.0,425000.0,0,1650000.0,10000.0,0,2040000.0,1070000.0,60000.0,200000.0,0.0,14000.0,0,500000,0
28,1140700.0,0.0,0,0.0,36000.0,15300.0,0.0,0.0,24640.0,440000.0,425000.0,0,1342000.0,0.0,0,0.0,150000.0,90000.0,0.0,0.0,28000.0,500000,500000,0
29,1194250.0,9200.0,0,1506600.0,0.0,276250.00000000006,0.0,0.0,24640.0,0.0,0.0,0,1405000.0,10000.0,0,1860000.0,0.0,1625000.0,100000.0,0.0,28000.0,0,0,0
30,1168750.0,18400.0,0,0.0,84000.0,177650.00000000003,0.0,42000.0,49280.0,440000.0,0.0,0,1375000.0,20000.0,0,0.0,350000.0,1045000.0,0.0,50000.0,56000.0,500000,0,0
