Busbars,CCGT_Derated_Capacity_kW,OCGT_Derated_Capacity_kW,Coal_Derated_Capacity_kW,Nuclear_Derated_Capacity_kW,Wind Offshore_Derated_Capacity_kW,Wind Onshore_Derated_Capacity_kW,Solar_Derated_Capacity_kW,Hydro_Derated_Capacity_kW,Biomass_Derated_Capacity_kW,BECCS_Derated_Capacity_kW,Hydrogen_Derated_Capacity_kW,Battery_Derated_Capacity_kW,CCGT_Capacity_kW,OCGT_Capacity_kW,Coal_Capacity_kW,Nuclear_Capacity_kW,Wind Offshore_Capacity_kW,Wind Onshore_Capacity_kW,Solar_Capacity_kW,Hydro_Capacity_kW,Biomass_Capacity_kW,BECCS_Capacity_kW,Hydrogen_Capacity_kW,Battery_Capacity_kW
15,0.0,460000.0,0.0,0.0,12000.0,13430.0,0.0,0.0,12320.0,0.0,0.0,0,0.0,500000.0,0.0,0.0,50000.0,79000.0,0.0,0.0,14000.0,0,0,0
16,2749750.0,460000.0,0.0,0.0,150960.0,114410.00000000001,0.0,0.0,24640.0,0.0,0.0,0,3235000.0,500000.0,0.0,0.0,629000.0,673000.0,100000.0,0.0,28000.0,0,0,0
17,595000.0,460000.0,0.0,351540.0,0.0,125800.00000000001,0.0,0.0,24640.0,0.0,0.0,0,700000.0,500000.0,0.0,434000.0,0.0,740000.0,0.0,0.0,28000.0,0,0,0
18,425000.0,0.0,0.0,0.0,0.0,5780.0,0.0,0.0,24640.0,440000.0,0.0,0,500000.0,0.0,0.0,0.0,0.0,34000.0,100000.0,0.0,28000.0,500000,0,0
19,2354500.0,460000.0,0.0,0.0,147360.0,143140.0,0.0,0.0,36960.0,0.0,0.0,0,2770000.0,500000.0,0.0,0.0,614000.0,842000.0,0.0,0.0,42000.0,0,0,0
20,357000.0,0.0,0.0,1772280.0,171360.0,88400.0,0.0,0.0,36960.0,0.0,0.0,0,420000.0,0.0,0.0,2188000.0,714000.0,520000.0,0.0,0.0,42000.0,0,0,0
21,565250.0,475640.0,0.0,0.0,0.0,68170.0,0.0,0.0,33440.0,0.0,0.0,0,665000.0,517000.0,0.0,0.0,0.0,401000.0,0.0,0.0,38000.0,0,0,0
22,212500.0,92000.0,0.0,0.0,0.0,575960.0000000001,0.0,0.0,24640.0,0.0,850000.0,0,250000.0,100000.0,0.0,0.0,0.0,3388000.0,0.0,0.0,28000.0,0,1000000,0
23,425000.0,460000.0,0.0,0.0,0.0,20740.0,0.0,0.0,24640.0,0.0,425000.0,0,500000.0,500000.0,0.0,0.0,0.0,122000.0,100000.0,0.0,28000.0,0,500000,0
24,1463700.0,52440.0,0.0,0.0,0.0,10200.0,0.0,0.0,36960.0,0.0,425000.0,0,1722000.0,57000.0,0.0,0.0,0.0,60000.0,0.0,0.0,42000.0,0,500000,0
25,545700.0,172960.0,0.0,0.0,0.0,5100.0,0.0,0.0,24640.0,0.0,0.0,0,642000.0,188000.0,0.0,0.0,0.0,30000.0,0.0,0.0,28000.0,0,0,0
26,2114800.0,159160.0,0.0,0.0,159168.0,225760.00000000003,0.0,0.0,12320.0,0.0,0.0,0,2488000.0,173000.0,0.0,0.0,663200.0,1328000.0,111000.0,0.0,14000.0,0,0,0
27,765000.0,9200.0,0.0,842400.0,220800.0,10200.0,0.0,0.0,12320.0,0.0,0.0,0,900000.0,10000.0,0.0,1040000.0,920000.0,60000.0,100000.0,0.0,14000.0,0,0,0
28,2356200.0,62560.0,0.0,0.0,0.0,10200.0,0.0,0.0,24640.0,0.0,0.0,0,2772000.0,68000.0,0.0,0.0,0.0,60000.0,0.0,0.0,28000.0,0,0,0
29,769250.0,186760.0,0.0,696600.0,0.0,276250.00000000006,0.0,0.0,0.0,0.0,0.0,0,905000.0,203000.0,0.0,860000.0,0.0,1625000.0,100000.0,0.0,0.0,0,0,0
30,1364250.0,65320.0,1395680.0,0.0,36000.0,179350.00000000003,0.0,42000.0,24640.0,440000.0,0.0,0,1605000.0,71000.0,1586000.0,0.0,150000.0,1055000.0,0.0,50000.0,28000.0,500000,0,0
