Busbars,CCGT_Derated_Capacity_kW,OCGT_Derated_Capacity_kW,Coal_Derated_Capacity_kW,Nuclear_Derated_Capacity_kW,Wind Offshore_Derated_Capacity_kW,Wind Onshore_Derated_Capacity_kW,Solar_Derated_Capacity_kW,Hydro_Derated_Capacity_kW,Biomass_Derated_Capacity_kW,BECCS_Derated_Capacity_kW,Hydrogen_Derated_Capacity_kW,Battery_Derated_Capacity_kW,CCGT_Capacity_kW,OCGT_Capacity_kW,Coal_Capacity_kW,Nuclear_Capacity_kW,Wind Offshore_Capacity_kW,Wind Onshore_Capacity_kW,Solar_Capacity_kW,Hydro_Capacity_kW,Biomass_Capacity_kW,BECCS_Capacity_kW,Hydrogen_Capacity_kW,Battery_Capacity_kW
11,212500.0,0.0,0.0,1935900.0000000002,145728.0,116620.00000000001,0.0,0.0,0.0,0.0,0.0,0,250000.0,0.0,0.0,2390000.0,607200.0,686000.0,0.0,0.0,0.0,0,0,0
12,1385500.0,1380000.0,0.0,793800.0,21600.0,69530.00000000001,0.0,58800.0,0.0,0.0,425000.0,0,1630000.0,1500000.0,0.0,980000.0,90000.0,409000.0,0.0,70000.0,0.0,0,500000,0
13,472600.0,214360.0,1742400.0,0.0,50400.0,79390.0,0.0,0.0,0.0,0.0,0.0,0,556000.0,233000.0,1980000.0,0.0,210000.0,467000.0,0.0,0.0,0.0,0,0,0
14,948600.0,68080.0,5216640.0,0.0,0.0,178670.00000000003,0.0,0.0,0.0,440000.0,0.0,0,1116000.0,74000.0,5928000.0,0.0,0.0,1051000.0,0.0,0.0,0.0,500000,0,0
15,0.0,496800.0,1770560.0,0.0,12000.0,14620.0,0.0,0.0,0.0,0.0,0.0,0,0.0,540000.0,2012000.0,0.0,50000.0,86000.0,0.0,0.0,0.0,0,0,0
16,4937650.0,69000.0,3405600.0,0.0,126960.0,114410.00000000001,0.0,0.0,0.0,0.0,0.0,0,5809000.0,75000.0,3870000.0,0.0,529000.0,673000.0,0.0,0.0,0.0,0,0,0
17,1117750.0,77280.0,1760000.0,351540.0,0.0,120700.00000000001,0.0,0.0,12320.0,0.0,0.0,0,1315000.0,84000.0,2000000.0,434000.0,0.0,710000.0,0.0,0.0,14000.0,0,0,0
18,425000.0,0.0,1738880.0,0.0,0.0,5780.0,0.0,0.0,0.0,0.0,0.0,0,500000.0,0.0,1976000.0,0.0,0.0,34000.0,100000.0,0.0,0.0,0,0,0
19,2698750.0,460000.0,0.0,0.0,123360.0,143140.0,0.0,0.0,24640.0,0.0,0.0,0,3175000.0,500000.0,0.0,0.0,514000.0,842000.0,0.0,0.0,28000.0,0,0,0
20,357000.0,0.0,0.0,962280.0000000001,159360.0,88400.0,0.0,0.0,0.0,0.0,0.0,0,420000.0,0.0,0.0,1188000.0,664000.0,520000.0,0.0,0.0,0.0,0,0,0
21,565250.0,15640.0,0.0,0.0,0.0,68170.0,0.0,0.0,33440.0,0.0,0.0,0,665000.0,17000.0,0.0,0.0,0.0,401000.0,0.0,0.0,38000.0,0,0,0
22,212500.0,92000.0,1723040.0,0.0,0.0,570860.0000000001,0.0,0.0,12320.0,0.0,425000.0,0,250000.0,100000.0,1958000.0,0.0,0.0,3358000.0,0.0,0.0,14000.0,0,500000,0
23,212500.0,0.0,0.0,0.0,0.0,10540.0,0.0,0.0,24640.0,0.0,425000.0,0,250000.0,0.0,0.0,0.0,0.0,62000.0,0.0,0.0,28000.0,0,500000,0
24,1463700.0,52440.0,0.0,0.0,0.0,5100.0,0.0,0.0,24640.0,0.0,0.0,0,1722000.0,57000.0,0.0,0.0,0.0,30000.0,0.0,0.0,28000.0,0,0,0
25,940950.0,172960.0,0.0,0.0,0.0,0.0,0.0,0.0,12320.0,0.0,0.0,0,1107000.0,188000.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0,0,0
26,2539800.0,209760.0,935440.0,0.0,147168.0,225760.00000000003,0.0,0.0,0.0,0.0,0.0,0,2988000.0,228000.0,1063000.0,0.0,613200.0,1328000.0,111000.0,0.0,0.0,0,0,0
27,765000.0,40480.0,1707200.0,842400.0,184800.0,10200.0,0.0,0.0,12320.0,0.0,0.0,0,900000.0,44000.0,1940000.0,1040000.0,770000.0,60000.0,100000.0,0.0,14000.0,0,0,0
28,2143700.0,191360.0,0.0,0.0,0.0,10200.0,0.0,0.0,12320.0,0.0,0.0,0,2522000.0,208000.0,0.0,0.0,0.0,60000.0,0.0,0.0,14000.0,0,0,0
29,769250.0,186760.0,0.0,696600.0,0.0,279140.00000000006,0.0,0.0,0.0,0.0,0.0,0,905000.0,203000.0,0.0,860000.0,0.0,1642000.0,100000.0,0.0,0.0,0,0,0
30,1364250.0,65320.0,1715120.0,0.0,12000.0,178500.00000000003,0.0,74760.0,12320.0,0.0,0.0,0,1605000.0,71000.0,1949000.0,0.0,50000.0,1050000.0,0.0,89000.0,14000.0,0,0,0
